genes	phenotypes
FAM188A	HP:0005584
FAM188A	HP:0002860
FAM188A	HP:0002860
FAM188A	HP:0001644
FAM188A	HP:0001644
FAM188A	HP:0030991
FAM188A	HP:0100768
FAM188A	HP:0040012
FAM188A	HP:0100273
FAM188A	HP:0100834
FAM188A	HP:0001047
FAM188A	HP:0005978
FAM188A	HP:0000969
FAM188A	HP:0100245
FAM188A	HP:0007378
FAM188A	HP:0000793
FAM188A	HP:0000097
FAM188A	HP:0001627
FAM188A	HP:0002564
FAM188A	HP:0001627
FAM188A	HP:0002564
FAM188A	HP:0200058
FAM188A	HP:0002240
FAM188A	HP:0000776
FAM188A	HP:0031217
FAM188A	HP:0000867
FAM188A	HP:0008222
FAM188A	HP:0003251
FAM188A	HP:0003251
FAM188A	HP:0025127
FAM188A	HP:0009726
FAM188A	HP:0008682
FAM188A	HP:0012324
FAM188A	HP:0004808
FAM188A	HP:0004836
FAM188A	HP:0100526
FAM188A	HP:0012539
FAM188A	HP:0002249
FAM188A	HP:0030065
FAM188A	HP:0012740
FAM188A	HP:0012075
FAM188A	HP:0006775
FAM188A	HP:0011857
FAM188A	HP:0001059
FAM188A	HP:0012410
FAM188A	HP:0100242
FAM188A	HP:0002870
FAM188A	HP:0004756
FAM188A	HP:0100031
FAM188A	HP:0001824
FAM188A	HP:0004325
FAM189A2	HP:0011675
FAM189A2	HP:0001644
FAM189A2	HP:0001639
FAM189A2	HP:0100279
FAM189A2	HP:0100651
FAM189A2	HP:0005978
FAM189A2	HP:0001627
FAM189A2	HP:0002564
FAM189A2	HP:0001712
FAM189A2	HP:0008222
FAM189A2	HP:0003251
FAM189A2	HP:0012743
FAM189A2	HP:0000823
FAM189A2	HP:0000826
FAM189A2	HP:0003193
FAM189A2	HP:0005162
FAM189B	HP:0006689
FAM189B	HP:0004448
FAM189B	HP:0006554
FAM189B	HP:0030160
FAM192A	HP:0012028
FAM192A	HP:0001402
FAM192A	HP:0001402
FAM192A	HP:0025318
FAM192A	HP:0100651
FAM192A	HP:0001627
FAM192A	HP:0002564
FAM192A	HP:0008222
FAM192A	HP:0003251
FAM192A	HP:0012539
FAM192A	HP:0012743
FAM192A	HP:0000823
FAM192A	HP:0006510
FAM19A1	HP:0005112
FAM19A1	HP:0011675
FAM19A1	HP:0011675
FAM19A1	HP:0001402
FAM19A1	HP:0025318
FAM19A1	HP:0002860
FAM19A1	HP:0005978
FAM19A1	HP:0005978
FAM19A1	HP:0001627
FAM19A1	HP:0002564
FAM19A1	HP:0008222
FAM19A1	HP:0008222
FAM19A1	HP:0003251
FAM19A1	HP:0003251
FAM19A1	HP:0002249
FAM19A1	HP:0012743
FAM19A1	HP:0004756
FAM19A2	HP:0001931
FAM19A2	HP:0005112
FAM19A2	HP:0005112
FAM19A2	HP:0011675
FAM19A2	HP:0011675
FAM19A2	HP:0001402
FAM19A2	HP:0025318
FAM19A2	HP:0002860
FAM19A2	HP:0001644
FAM19A2	HP:0005978
FAM19A2	HP:0100245
FAM19A2	HP:0001627
FAM19A2	HP:0002564
FAM19A2	HP:0031217
FAM19A2	HP:0008222
FAM19A2	HP:0008222
FAM19A2	HP:0003251
FAM19A2	HP:0003251
FAM19A2	HP:0003251
FAM19A2	HP:0012539
FAM19A2	HP:0002249
FAM19A2	HP:0003193
FAM19A2	HP:0002870
FAM19A4	HP:0005112
FAM19A4	HP:0011675
FAM19A4	HP:0001402
FAM19A4	HP:0025318
FAM19A4	HP:0002860
FAM19A4	HP:0001627
FAM19A4	HP:0002564
FAM19A4	HP:0008222
FAM19A4	HP:0002249
FAM206A	HP:0012028
FAM206A	HP:0001402
FAM206A	HP:0001409
FAM206A	HP:0008682
FAM206A	HP:0008682
FAM206A	HP:0002613
FAM206A	HP:0004448
FAM206A	HP:0006554
FAM208A	HP:0025615
FAM208A	HP:0003128
FAM208A	HP:0012028
FAM208A	HP:0001878
FAM208A	HP:0001878
FAM208A	HP:0001997
FAM208A	HP:0003095
FAM208A	HP:0001370
FAM208A	HP:0001402
FAM208A	HP:0001402
FAM208A	HP:0005584
FAM208A	HP:0033533
FAM208A	HP:0001699
FAM208A	HP:0100651
FAM208A	HP:0100584
FAM208A	HP:0006689
FAM208A	HP:0000520
FAM208A	HP:0000405
FAM208A	HP:0000407
FAM208A	HP:0001627
FAM208A	HP:0002564
FAM208A	HP:0008222
FAM208A	HP:0008222
FAM208A	HP:0003251
FAM208A	HP:0008682
FAM208A	HP:0008682
FAM208A	HP:0008682
FAM208A	HP:0004448
FAM208A	HP:0006554
FAM208A	HP:0012539
FAM208A	HP:0011499
FAM208A	HP:0012743
FAM208A	HP:0002754
FAM208A	HP:0000388
FAM208A	HP:0000823
FAM208A	HP:0006510
FAM208A	HP:0001973
FAM208A	HP:0032118
FAM208A	HP:0004756
FAM214B	HP:0005978
FAM214B	HP:0003251
FAM214B	HP:0012743
FAM214B	HP:0004756
FAM21C	HP:0005112
FAM21C	HP:0004469
FAM21C	HP:0001644
FAM21C	HP:0100245
FAM21C	HP:0031217
FAM21C	HP:0003251
FAM21C	HP:0002725
FAM21C	HP:0012539
FAM21C	HP:0002870
FAM25BP	HP:0003128
FAM25BP	HP:0033690
FAM25BP	HP:0001915
FAM25BP	HP:0001878
FAM25BP	HP:0001890
FAM25BP	HP:0001972
FAM25BP	HP:0030358
FAM25BP	HP:0001406
FAM25BP	HP:0000407
FAM25BP	HP:0001627
FAM25BP	HP:0002564
FAM25BP	HP:0001631
FAM25BP	HP:0001629
FAM25BP	HP:0004808
FAM25BP	HP:0004448
FAM25BP	HP:0006554
FAM25BP	HP:0002725
FAM25BP	HP:0006934
FAM25BP	HP:0000639
FAM25BP	HP:0012410
FAM25BP	HP:0031826
FAM25BP	HP:0002373
FAM25BP	HP:0011097
FAM25BP	HP:0033676
FAM25BP	HP:0012228
FAM25BP	HP:0000011
FAM26D	HP:0005112
FAM26D	HP:0011675
FAM26D	HP:0001402
FAM26D	HP:0025318
FAM26D	HP:0002860
FAM26D	HP:0001627
FAM26D	HP:0002564
FAM26D	HP:0008222
FAM26D	HP:0002249
FAM46D	HP:0012028
FAM46D	HP:0001972
FAM46D	HP:0001889
FAM46D	HP:0005112
FAM46D	HP:0011675
FAM46D	HP:0001402
FAM46D	HP:0001402
FAM46D	HP:0025318
FAM46D	HP:0002860
FAM46D	HP:0001406
FAM46D	HP:0012780
FAM46D	HP:0001627
FAM46D	HP:0002564
FAM46D	HP:0001629
FAM46D	HP:0031217
FAM46D	HP:0100817
FAM46D	HP:0001712
FAM46D	HP:0008222
FAM46D	HP:0008222
FAM46D	HP:0003251
FAM46D	HP:0002249
FAM47C	HP:0003128
FAM47C	HP:0033690
FAM47C	HP:0001915
FAM47C	HP:0001878
FAM47C	HP:0001890
FAM47C	HP:0001972
FAM47C	HP:0005112
FAM47C	HP:0011675
FAM47C	HP:0001402
FAM47C	HP:0030358
FAM47C	HP:0025318
FAM47C	HP:0002860
FAM47C	HP:0001406
FAM47C	HP:0000407
FAM47C	HP:0001627
FAM47C	HP:0002564
FAM47C	HP:0001627
FAM47C	HP:0002564
FAM47C	HP:0001631
FAM47C	HP:0001629
FAM47C	HP:0008222
FAM47C	HP:0004808
FAM47C	HP:0004448
FAM47C	HP:0006554
FAM47C	HP:0002725
FAM47C	HP:0002249
FAM47C	HP:0006934
FAM47C	HP:0000639
FAM47C	HP:0012410
FAM47C	HP:0031826
FAM47C	HP:0002373
FAM47C	HP:0011097
FAM47C	HP:0033676
FAM47C	HP:0012228
FAM47C	HP:0000011
FAM49B	HP:0005112
FAM49B	HP:0011675
FAM49B	HP:0001370
FAM49B	HP:0001402
FAM49B	HP:0001402
FAM49B	HP:0025318
FAM49B	HP:0002860
FAM49B	HP:0002860
FAM49B	HP:0001644
FAM49B	HP:0030991
FAM49B	HP:0100768
FAM49B	HP:0000793
FAM49B	HP:0000097
FAM49B	HP:0001627
FAM49B	HP:0002564
FAM49B	HP:0001627
FAM49B	HP:0002564
FAM49B	HP:0000776
FAM49B	HP:0008222
FAM49B	HP:0025127
FAM49B	HP:0008682
FAM49B	HP:0008682
FAM49B	HP:0012324
FAM49B	HP:0004808
FAM49B	HP:0004836
FAM49B	HP:0002249
FAM49B	HP:0006775
FAM49B	HP:0011857
FAM49B	HP:0001059
FAM49B	HP:0012410
FAM49B	HP:0033676
FAM49B	HP:0004756
FAM49B	HP:0040141
FAM57B	HP:0011675
FAM57B	HP:0001644
FAM57B	HP:0001639
FAM57B	HP:0100279
FAM57B	HP:0100651
FAM57B	HP:0005978
FAM57B	HP:0005978
FAM57B	HP:0001627
FAM57B	HP:0002564
FAM57B	HP:0001712
FAM57B	HP:0008222
FAM57B	HP:0003251
FAM57B	HP:0003251
FAM57B	HP:0012743
FAM57B	HP:0012743
FAM57B	HP:0000823
FAM57B	HP:0000826
FAM57B	HP:0003193
FAM57B	HP:0004756
FAM57B	HP:0005162
FAM60A	HP:0005112
FAM60A	HP:0011675
FAM60A	HP:0011675
FAM60A	HP:0001402
FAM60A	HP:0025318
FAM60A	HP:0002860
FAM60A	HP:0005978
FAM60A	HP:0001627
FAM60A	HP:0002564
FAM60A	HP:0033762
FAM60A	HP:0008222
FAM60A	HP:0008222
FAM60A	HP:0003251
FAM60A	HP:0002249
FAM60A	HP:0005162
FAM71A	HP:0003128
FAM71A	HP:0001919
FAM71A	HP:0001915
FAM71A	HP:0001402
FAM71A	HP:0100651
FAM71A	HP:0033165
FAM71A	HP:0003076
FAM71A	HP:0003251
FAM71A	HP:0000112
FAM71A	HP:0006970
FAM71A	HP:0004448
FAM71A	HP:0006554
FAM71A	HP:0006510
FAM71A	HP:0000083
FAM71A	HP:0011097
FAM71A	HP:0005162
FAM72B	HP:0003128
FAM72B	HP:0012028
FAM72B	HP:0001878
FAM72B	HP:0001890
FAM72B	HP:0032186
FAM72B	HP:0011675
FAM72B	HP:0011675
FAM72B	HP:0011675
FAM72B	HP:0011675
FAM72B	HP:0001370
FAM72B	HP:0030077
FAM72B	HP:0004469
FAM72B	HP:0002671
FAM72B	HP:0001402
FAM72B	HP:0001402
FAM72B	HP:0001402
FAM72B	HP:0001402
FAM72B	HP:0001402
FAM72B	HP:0030447
FAM72B	HP:0030358
FAM72B	HP:0030358
FAM72B	HP:0025318
FAM72B	HP:0005584
FAM72B	HP:0005584
FAM72B	HP:0005584
FAM72B	HP:0002860
FAM72B	HP:0002860
FAM72B	HP:0002860
FAM72B	HP:0033532
FAM72B	HP:0001644
FAM72B	HP:0001644
FAM72B	HP:0001639
FAM72B	HP:0030991
FAM72B	HP:0030991
FAM72B	HP:0010762
FAM72B	HP:0100768
FAM72B	HP:0040012
FAM72B	HP:0100279
FAM72B	HP:0009800
FAM72B	HP:0100651
FAM72B	HP:0005978
FAM72B	HP:0005978
FAM72B	HP:0100621
FAM72B	HP:0100751
FAM72B	HP:0031846
FAM72B	HP:0100244
FAM72B	HP:0033020
FAM72B	HP:0011847
FAM72B	HP:0000793
FAM72B	HP:0000097
FAM72B	HP:0000405
FAM72B	HP:0005101
FAM72B	HP:0000407
FAM72B	HP:0001627
FAM72B	HP:0002564
FAM72B	HP:0001627
FAM72B	HP:0002564
FAM72B	HP:0000776
FAM72B	HP:0007475
FAM72B	HP:0100817
FAM72B	HP:0001712
FAM72B	HP:0001278
FAM72B	HP:0008222
FAM72B	HP:0003251
FAM72B	HP:0003251
FAM72B	HP:0003251
FAM72B	HP:0003251
FAM72B	HP:0025127
FAM72B	HP:0008682
FAM72B	HP:0008682
FAM72B	HP:0005526
FAM72B	HP:0012324
FAM72B	HP:0004808
FAM72B	HP:0004836
FAM72B	HP:0004836
FAM72B	HP:0004448
FAM72B	HP:0006554
FAM72B	HP:0100526
FAM72B	HP:0012190
FAM72B	HP:0012743
FAM72B	HP:0002754
FAM72B	HP:0006775
FAM72B	HP:0011857
FAM72B	HP:0001059
FAM72B	HP:0000823
FAM72B	HP:0000826
FAM72B	HP:0006510
FAM72B	HP:0006510
FAM72B	HP:0012410
FAM72B	HP:0003193
FAM72B	HP:0012254
FAM72B	HP:0012254
FAM72B	HP:0012570
FAM72B	HP:0008069
FAM72B	HP:0004755
FAM72B	HP:0004756
FAM72B	HP:0009792
FAM72B	HP:0012291
FAM72B	HP:0100551
FAM72B	HP:0032262
FAM72B	HP:0100517
FAM72B	HP:0005162
FAM72B	HP:0005162
FAM72B	HP:0005162
FAM72B	HP:0005162
FAM72B	HP:0000505
FAM9A	HP:0003128
FAM9A	HP:0012028
FAM9A	HP:0001878
FAM9A	HP:0005112
FAM9A	HP:0011675
FAM9A	HP:0011675
FAM9A	HP:0001997
FAM9A	HP:0001370
FAM9A	HP:0002671
FAM9A	HP:0001402
FAM9A	HP:0001402
FAM9A	HP:0001402
FAM9A	HP:0001402
FAM9A	HP:0025318
FAM9A	HP:0005584
FAM9A	HP:0005584
FAM9A	HP:0002860
FAM9A	HP:0002860
FAM9A	HP:0033533
FAM9A	HP:0001699
FAM9A	HP:0009800
FAM9A	HP:0005978
FAM9A	HP:0000520
FAM9A	HP:0001627
FAM9A	HP:0002564
FAM9A	HP:0007475
FAM9A	HP:0008222
FAM9A	HP:0008222
FAM9A	HP:0003251
FAM9A	HP:0008682
FAM9A	HP:0004836
FAM9A	HP:0004448
FAM9A	HP:0006554
FAM9A	HP:0002249
FAM9A	HP:0011499
FAM9A	HP:0006510
FAM9A	HP:0001973
FAM9A	HP:0004756
FAM9A	HP:0032262
FAM9C	HP:0005112
FAM9C	HP:0011675
FAM9C	HP:0011675
FAM9C	HP:0001370
FAM9C	HP:0004469
FAM9C	HP:0001402
FAM9C	HP:0001402
FAM9C	HP:0030358
FAM9C	HP:0025318
FAM9C	HP:0002860
FAM9C	HP:0002860
FAM9C	HP:0001645
FAM9C	HP:0100244
FAM9C	HP:0001627
FAM9C	HP:0002564
FAM9C	HP:0001627
FAM9C	HP:0002564
FAM9C	HP:0008222
FAM9C	HP:0003251
FAM9C	HP:0005550
FAM9C	HP:0005526
FAM9C	HP:0004845
FAM9C	HP:0012324
FAM9C	HP:0004808
FAM9C	HP:0004836
FAM9C	HP:0002725
FAM9C	HP:0012192
FAM9C	HP:0002249
FAM9C	HP:0100001
FAM9C	HP:0012254
FAM9C	HP:0004755
FAM9C	HP:0004756
FKBP1C	HP:0012028
FKBP1C	HP:0011675
FKBP1C	HP:0001402
FKBP1C	HP:0001639
FKBP1C	HP:0001406
FKBP1C	HP:0100518
FKBP1C	HP:0001627
FKBP1C	HP:0002564
FKBP1C	HP:0031217
FKBP1C	HP:0033762
FKBP1C	HP:0002725
FKBP1C	HP:0001513
FKBP1C	HP:0000826
FKBP1C	HP:0004756
FKBP1C	HP:0041143
FKBP1C	HP:0005162
FOPNL	HP:0005112
FOPNL	HP:0001370
FOPNL	HP:0001402
FOPNL	HP:0002860
FOPNL	HP:0001644
FOPNL	HP:0001644
FOPNL	HP:0030991
FOPNL	HP:0100768
FOPNL	HP:0100245
FOPNL	HP:0000793
FOPNL	HP:0000097
FOPNL	HP:0001627
FOPNL	HP:0002564
FOPNL	HP:0000776
FOPNL	HP:0031217
FOPNL	HP:0003251
FOPNL	HP:0025127
FOPNL	HP:0008682
FOPNL	HP:0012324
FOPNL	HP:0004808
FOPNL	HP:0004836
FOPNL	HP:0012539
FOPNL	HP:0006775
FOPNL	HP:0011857
FOPNL	HP:0001059
FOPNL	HP:0012410
FOPNL	HP:0002870
FOPNL	HP:0033676
FOPNL	HP:0004756
FOPNL	HP:0040141
FOXD4L3	HP:0003128
FOXD4L3	HP:0012028
FOXD4L3	HP:0033690
FOXD4L3	HP:0001915
FOXD4L3	HP:0001878
FOXD4L3	HP:0001890
FOXD4L3	HP:0001972
FOXD4L3	HP:0005112
FOXD4L3	HP:0005112
FOXD4L3	HP:0004469
FOXD4L3	HP:0001402
FOXD4L3	HP:0030358
FOXD4L3	HP:0002860
FOXD4L3	HP:0001644
FOXD4L3	HP:0001406
FOXD4L3	HP:0100279
FOXD4L3	HP:0100651
FOXD4L3	HP:0100245
FOXD4L3	HP:0000407
FOXD4L3	HP:0001627
FOXD4L3	HP:0002564
FOXD4L3	HP:0001631
FOXD4L3	HP:0001629
FOXD4L3	HP:0031217
FOXD4L3	HP:0000867
FOXD4L3	HP:0001712
FOXD4L3	HP:0008222
FOXD4L3	HP:0008222
FOXD4L3	HP:0003251
FOXD4L3	HP:0008682
FOXD4L3	HP:0005526
FOXD4L3	HP:0004808
FOXD4L3	HP:0004808
FOXD4L3	HP:0004836
FOXD4L3	HP:0004448
FOXD4L3	HP:0006554
FOXD4L3	HP:0002725
FOXD4L3	HP:0012539
FOXD4L3	HP:0012539
FOXD4L3	HP:0006934
FOXD4L3	HP:0000639
FOXD4L3	HP:0000852
FOXD4L3	HP:0006510
FOXD4L3	HP:0012410
FOXD4L3	HP:0031826
FOXD4L3	HP:0011947
FOXD4L3	HP:0002373
FOXD4L3	HP:0002870
FOXD4L3	HP:0011097
FOXD4L3	HP:0033676
FOXD4L3	HP:0012228
FOXD4L3	HP:0000011
FOXD4L4	HP:0005112
FOXD4L4	HP:0004469
FOXD4L4	HP:0004469
FOXD4L4	HP:0100279
FOXD4L4	HP:0009800
FOXD4L4	HP:0009800
FOXD4L4	HP:0001627
FOXD4L4	HP:0002564
FOXD4L4	HP:0008222
FOXD4L4	HP:0003251
FOXD4L4	HP:0003251
FOXD4L4	HP:0008682
FOXD4L4	HP:0033125
FOXD4L4	HP:0000823
FOXD4L4	HP:0000826
FOXD4L4	HP:0006510
FOXD4L4	HP:0003193
FOXD4L5	HP:0006519
FOXD4L5	HP:0005112
FOXD4L5	HP:0011675
FOXD4L5	HP:0004469
FOXD4L5	HP:0033532
FOXD4L5	HP:0100279
FOXD4L5	HP:0008222
FOXD4L5	HP:0008682
FOXD4L5	HP:0006510
FOXD4L5	HP:0031826
FOXD4L5	HP:0003394
FOXD4L5	HP:0031988
FOXI3	HP:0005112
FOXI3	HP:0011675
FOXI3	HP:0011675
FOXI3	HP:0011675
FOXI3	HP:0002671
FOXI3	HP:0001402
FOXI3	HP:0001402
FOXI3	HP:0001402
FOXI3	HP:0025318
FOXI3	HP:0005584
FOXI3	HP:0002860
FOXI3	HP:0002860
FOXI3	HP:0001644
FOXI3	HP:0001639
FOXI3	HP:0001639
FOXI3	HP:0100279
FOXI3	HP:0001047
FOXI3	HP:0009800
FOXI3	HP:0100651
FOXI3	HP:0005978
FOXI3	HP:0005978
FOXI3	HP:0005978
FOXI3	HP:0005978
FOXI3	HP:0000097
FOXI3	HP:0001627
FOXI3	HP:0002564
FOXI3	HP:0001627
FOXI3	HP:0002564
FOXI3	HP:0007475
FOXI3	HP:0001712
FOXI3	HP:0001712
FOXI3	HP:0008222
FOXI3	HP:0008222
FOXI3	HP:0003251
FOXI3	HP:0003251
FOXI3	HP:0003251
FOXI3	HP:0003251
FOXI3	HP:0003251
FOXI3	HP:0004836
FOXI3	HP:0002249
FOXI3	HP:0012579
FOXI3	HP:0012743
FOXI3	HP:0012743
FOXI3	HP:0012743
FOXI3	HP:0012743
FOXI3	HP:0000823
FOXI3	HP:0000826
FOXI3	HP:0006510
FOXI3	HP:0003193
FOXI3	HP:0003193
FOXI3	HP:0003193
FOXI3	HP:0012395
FOXI3	HP:0004756
FOXI3	HP:0032262
FOXI3	HP:0005162
FOXI3	HP:0005162
FOXR2	HP:0012028
FOXR2	HP:0011675
FOXR2	HP:0001402
FOXR2	HP:0001644
FOXR2	HP:0001639
FOXR2	HP:0100279
FOXR2	HP:0100651
FOXR2	HP:0100651
FOXR2	HP:0005978
FOXR2	HP:0001627
FOXR2	HP:0002564
FOXR2	HP:0001627
FOXR2	HP:0002564
FOXR2	HP:0001712
FOXR2	HP:0008222
FOXR2	HP:0008222
FOXR2	HP:0003251
FOXR2	HP:0003251
FOXR2	HP:0012539
FOXR2	HP:0012743
FOXR2	HP:0012743
FOXR2	HP:0000823
FOXR2	HP:0000823
FOXR2	HP:0000826
FOXR2	HP:0006510
FOXR2	HP:0003193
FOXR2	HP:0005162
FRG2C	HP:0003128
FRG2C	HP:0033690
FRG2C	HP:0001915
FRG2C	HP:0001878
FRG2C	HP:0001890
FRG2C	HP:0001972
FRG2C	HP:0001370
FRG2C	HP:0030358
FRG2C	HP:0001406
FRG2C	HP:0032282
FRG2C	HP:0009800
FRG2C	HP:0005978
FRG2C	HP:0000407
FRG2C	HP:0001627
FRG2C	HP:0002564
FRG2C	HP:0001631
FRG2C	HP:0001629
FRG2C	HP:0008222
FRG2C	HP:0003251
FRG2C	HP:0004808
FRG2C	HP:0004448
FRG2C	HP:0006554
FRG2C	HP:0002725
FRG2C	HP:0012539
FRG2C	HP:0006934
FRG2C	HP:0000639
FRG2C	HP:0000826
FRG2C	HP:0006510
FRG2C	HP:0012410
FRG2C	HP:0031826
FRG2C	HP:0002373
FRG2C	HP:0011097
FRG2C	HP:0033676
FRG2C	HP:0012228
FRG2C	HP:0000011
FSIP2	HP:0003128
FSIP2	HP:0006519
FSIP2	HP:0006519
FSIP2	HP:0012028
FSIP2	HP:0006536
FSIP2	HP:0002511
FSIP2	HP:0001878
FSIP2	HP:0011675
FSIP2	HP:0011675
FSIP2	HP:0011675
FSIP2	HP:0001997
FSIP2	HP:0001370
FSIP2	HP:0011950
FSIP2	HP:0001402
FSIP2	HP:0001402
FSIP2	HP:0005584
FSIP2	HP:0005584
FSIP2	HP:0002860
FSIP2	HP:0033533
FSIP2	HP:0033532
FSIP2	HP:0001644
FSIP2	HP:0001639
FSIP2	HP:0001626
FSIP2	HP:0010762
FSIP2	HP:0040012
FSIP2	HP:0100279
FSIP2	HP:0001699
FSIP2	HP:0000670
FSIP2	HP:0001047
FSIP2	HP:0001047
FSIP2	HP:0001047
FSIP2	HP:0032282
FSIP2	HP:0100651
FSIP2	HP:0005978
FSIP2	HP:0410323
FSIP2	HP:0020172
FSIP2	HP:0000520
FSIP2	HP:0032252
FSIP2	HP:0001627
FSIP2	HP:0002564
FSIP2	HP:0001627
FSIP2	HP:0002564
FSIP2	HP:0012393
FSIP2	HP:0001712
FSIP2	HP:0008222
FSIP2	HP:0008222
FSIP2	HP:0008222
FSIP2	HP:0003251
FSIP2	HP:0000112
FSIP2	HP:0008682
FSIP2	HP:0012324
FSIP2	HP:0004448
FSIP2	HP:0006554
FSIP2	HP:0004448
FSIP2	HP:0006554
FSIP2	HP:0002088
FSIP2	HP:0002840
FSIP2	HP:0011499
FSIP2	HP:0030065
FSIP2	HP:0012743
FSIP2	HP:0002090
FSIP2	HP:0011951
FSIP2	HP:0000823
FSIP2	HP:0000826
FSIP2	HP:0002206
FSIP2	HP:0001973
FSIP2	HP:0031826
FSIP2	HP:0003193
FSIP2	HP:0000951
FSIP2	HP:0003394
FSIP2	HP:0031988
FSIP2	HP:0001744
FSIP2	HP:0004756
FSIP2	HP:0005162
FSIP2	HP:0005162
FSIP2	HP:0200043
FUK	HP:0011675
FUK	HP:0011675
FUK	HP:0001402
FUK	HP:0100279
FUK	HP:0100279
FUK	HP:0005978
FUK	HP:0005978
FUK	HP:0011024
FUK	HP:0001627
FUK	HP:0002564
FUK	HP:0008222
FUK	HP:0003251
FUK	HP:0003251
FUK	HP:0008682
FUK	HP:0004448
FUK	HP:0006554
FUK	HP:0012743
FUK	HP:0004756
GAB4	HP:0012028
GAB4	HP:0001972
GAB4	HP:0001889
GAB4	HP:0005112
GAB4	HP:0011675
GAB4	HP:0001402
GAB4	HP:0001402
GAB4	HP:0025318
GAB4	HP:0002860
GAB4	HP:0001406
GAB4	HP:0012780
GAB4	HP:0001627
GAB4	HP:0002564
GAB4	HP:0001629
GAB4	HP:0031217
GAB4	HP:0100817
GAB4	HP:0001712
GAB4	HP:0008222
GAB4	HP:0008222
GAB4	HP:0003251
GAB4	HP:0002249
GAGE10	HP:0005112
GAGE10	HP:0011675
GAGE10	HP:0001402
GAGE10	HP:0025318
GAGE10	HP:0002860
GAGE10	HP:0001627
GAGE10	HP:0002564
GAGE10	HP:0008222
GAGE10	HP:0002249
GAGE12F	HP:0005112
GAGE12F	HP:0011675
GAGE12F	HP:0001402
GAGE12F	HP:0025318
GAGE12F	HP:0002860
GAGE12F	HP:0001627
GAGE12F	HP:0002564
GAGE12F	HP:0008222
GAGE12F	HP:0002249
GAGE12G	HP:0005112
GAGE12G	HP:0011675
GAGE12G	HP:0001370
GAGE12G	HP:0001402
GAGE12G	HP:0025318
GAGE12G	HP:0002860
GAGE12G	HP:0009800
GAGE12G	HP:0005978
GAGE12G	HP:0001627
GAGE12G	HP:0002564
GAGE12G	HP:0008222
GAGE12G	HP:0008222
GAGE12G	HP:0008222
GAGE12G	HP:0003251
GAGE12G	HP:0012539
GAGE12G	HP:0002249
GAGE12G	HP:0000826
GAGE12G	HP:0006510
GAGE12J	HP:0005112
GAGE12J	HP:0011675
GAGE12J	HP:0001370
GAGE12J	HP:0001402
GAGE12J	HP:0025318
GAGE12J	HP:0002860
GAGE12J	HP:0009800
GAGE12J	HP:0005978
GAGE12J	HP:0001627
GAGE12J	HP:0002564
GAGE12J	HP:0008222
GAGE12J	HP:0008222
GAGE12J	HP:0003251
GAGE12J	HP:0012539
GAGE12J	HP:0002249
GAGE12J	HP:0000826
GAGE12J	HP:0006510
GAGE2A	HP:0011675
GAGE2A	HP:0005550
GAGE2A	HP:0005526
GAGE2A	HP:0004808
GAGE2A	HP:0004836
GAGE2A	HP:0002665
GAGE2A	HP:0033125
GAGE2A	HP:0012539
GAGE2A	HP:0002859
GAGE2E	HP:0012028
GAGE2E	HP:0005112
GAGE2E	HP:0011675
GAGE2E	HP:0001402
GAGE2E	HP:0001402
GAGE2E	HP:0025318
GAGE2E	HP:0002860
GAGE2E	HP:0001627
GAGE2E	HP:0002564
GAGE2E	HP:0008222
GAGE2E	HP:0002249
GATD3B	HP:0003074
GATD3B	HP:0012743
GATD3B	HP:0001824
GATD3B	HP:0004325
GATSL3	HP:0005112
GATSL3	HP:0001644
GATSL3	HP:0005978
GATSL3	HP:0100245
GATSL3	HP:0031217
GATSL3	HP:0003251
GATSL3	HP:0003251
GATSL3	HP:0012539
GATSL3	HP:0012743
GATSL3	HP:0002870
GATSL3	HP:0004756
GGTLC3	HP:0030358
GGTLC3	HP:0005584
GGTLC3	HP:0005978
GGTLC3	HP:0031846
GGTLC3	HP:0011847
GGTLC3	HP:0002754
GGTLC3	HP:0012254
GGTLC3	HP:0005293
GJA9-MYCBP	HP:0001402
GJA9-MYCBP	HP:0002860
GJA9-MYCBP	HP:0100651
GJA9-MYCBP	HP:0033020
GJA9-MYCBP	HP:0003251
GJA9-MYCBP	HP:0004836
GJA9-MYCBP	HP:0005162
GJB7	HP:0006519
GJB7	HP:0012028
GJB7	HP:0012028
GJB7	HP:0012028
GJB7	HP:0012028
GJB7	HP:0005112
GJB7	HP:0011675
GJB7	HP:0011675
GJB7	HP:0011675
GJB7	HP:0011675
GJB7	HP:0001370
GJB7	HP:0001370
GJB7	HP:0004469
GJB7	HP:0002671
GJB7	HP:0001402
GJB7	HP:0001402
GJB7	HP:0001402
GJB7	HP:0001402
GJB7	HP:0001402
GJB7	HP:0001402
GJB7	HP:0030358
GJB7	HP:0030358
GJB7	HP:0025318
GJB7	HP:0005584
GJB7	HP:0002860
GJB7	HP:0002860
GJB7	HP:0002860
GJB7	HP:0002860
GJB7	HP:0001644
GJB7	HP:0001639
GJB7	HP:0030991
GJB7	HP:0100279
GJB7	HP:0100279
GJB7	HP:0001645
GJB7	HP:0001047
GJB7	HP:0001047
GJB7	HP:0009800
GJB7	HP:0009800
GJB7	HP:0100651
GJB7	HP:0005978
GJB7	HP:0005978
GJB7	HP:0005978
GJB7	HP:0005978
GJB7	HP:0100244
GJB7	HP:0001627
GJB7	HP:0002564
GJB7	HP:0001627
