genes	phenotypes
OPN1MW	HP:0004469
OPN1MW	HP:0001402
OPN1MW	HP:0001402
OPN1MW	HP:0001402
OPN1MW	HP:0030358
OPN1MW	HP:0005584
OPN1MW	HP:0001406
OPN1MW	HP:0001406
OPN1MW	HP:0100279
OPN1MW	HP:0100279
OPN1MW	HP:0001047
OPN1MW	HP:0100651
OPN1MW	HP:0005978
OPN1MW	HP:0005978
OPN1MW	HP:0005978
OPN1MW	HP:0005978
OPN1MW	HP:0005978
OPN1MW	HP:0005978
OPN1MW	HP:0002321
OPN1MW	HP:0001643
OPN1MW	HP:0001643
OPN1MW	HP:0012780
OPN1MW	HP:0000407
OPN1MW	HP:0001627
OPN1MW	HP:0002564
OPN1MW	HP:0001627
OPN1MW	HP:0002564
OPN1MW	HP:0001627
OPN1MW	HP:0002564
OPN1MW	HP:0001627
OPN1MW	HP:0002564
OPN1MW	HP:0001631
OPN1MW	HP:0001631
OPN1MW	HP:0001631
OPN1MW	HP:0001629
OPN1MW	HP:0001629
OPN1MW	HP:0001629
OPN1MW	HP:0001629
OPN1MW	HP:0031217
OPN1MW	HP:0100817
OPN1MW	HP:0001712
OPN1MW	HP:0001667
OPN1MW	HP:0033762
OPN1MW	HP:0008222
OPN1MW	HP:0008222
OPN1MW	HP:0008222
OPN1MW	HP:0008222
OPN1MW	HP:0003251
OPN1MW	HP:0003251
OPN1MW	HP:0003251
OPN1MW	HP:0003251
OPN1MW	HP:0002326
OPN1MW	HP:0008682
OPN1MW	HP:0004808
OPN1MW	HP:0004448
OPN1MW	HP:0006554
OPN1MW	HP:0004448
OPN1MW	HP:0006554
OPN1MW	HP:0004448
OPN1MW	HP:0006554
OPN1MW	HP:0002725
OPN1MW	HP:0002725
OPN1MW	HP:0002725
OPN1MW	HP:0012539
OPN1MW	HP:0006934
OPN1MW	HP:0012743
OPN1MW	HP:0000823
OPN1MW	HP:0006510
OPN1MW	HP:0006510
OPN1MW	HP:0006510
OPN1MW	HP:0012410
OPN1MW	HP:0031826
OPN1MW	HP:0003193
OPN1MW	HP:0003193
OPN1MW	HP:0003193
OPN1MW	HP:0012395
OPN1MW	HP:0000575
OPN1MW	HP:0002373
OPN1MW	HP:0011097
OPN1MW	HP:0033676
OPN1MW	HP:0004756
OPN1MW	HP:0012228
OPN1MW	HP:0032262
OPN1MW	HP:0032262
OPN1MW	HP:0000011
OPN1MW	HP:0005162
OR10A2	HP:0001891
OR10A2	HP:0005112
OR10A2	HP:0011675
OR10A2	HP:0011675
OR10A2	HP:0004469
OR10A2	HP:0001402
OR10A2	HP:0001402
OR10A2	HP:0001402
OR10A2	HP:0025318
OR10A2	HP:0002860
OR10A2	HP:0001639
OR10A2	HP:0001047
OR10A2	HP:0001047
OR10A2	HP:0005978
OR10A2	HP:0005978
OR10A2	HP:0000407
OR10A2	HP:0001627
OR10A2	HP:0002564
OR10A2	HP:0001627
OR10A2	HP:0002564
OR10A2	HP:0001627
OR10A2	HP:0002564
OR10A2	HP:0200123
OR10A2	HP:0001712
OR10A2	HP:0008222
OR10A2	HP:0008222
OR10A2	HP:0003251
OR10A2	HP:0008682
OR10A2	HP:0002613
OR10A2	HP:0004448
OR10A2	HP:0006554
OR10A2	HP:0002725
OR10A2	HP:0002249
OR10A2	HP:0005162
OR10A7	HP:0005112
OR10A7	HP:0011675
OR10A7	HP:0001402
OR10A7	HP:0025318
OR10A7	HP:0002860
OR10A7	HP:0001627
OR10A7	HP:0002564
OR10A7	HP:0008222
OR10A7	HP:0002249
OR10D3	HP:0011675
OR10D3	HP:0011675
OR10D3	HP:0001402
OR10D3	HP:0001402
OR10D3	HP:0001644
OR10D3	HP:0001639
OR10D3	HP:0100279
OR10D3	HP:0001047
OR10D3	HP:0100651
OR10D3	HP:0100651
OR10D3	HP:0005978
OR10D3	HP:0005978
OR10D3	HP:0005978
OR10D3	HP:0001627
OR10D3	HP:0002564
OR10D3	HP:0001712
OR10D3	HP:0001712
OR10D3	HP:0008222
OR10D3	HP:0008222
OR10D3	HP:0003251
OR10D3	HP:0003251
OR10D3	HP:0004808
OR10D3	HP:0004836
OR10D3	HP:0012190
OR10D3	HP:0012743
OR10D3	HP:0000544
OR10D3	HP:0000590
OR10D3	HP:0020102
OR10D3	HP:0000823
OR10D3	HP:0000826
OR10D3	HP:0000826
OR10D3	HP:0003193
OR10D3	HP:0005162
OR10D3	HP:0005162
OR10G4	HP:0003128
OR10G4	HP:0012028
OR10G4	HP:0001878
OR10G4	HP:0005112
OR10G4	HP:0011675
OR10G4	HP:0011675
OR10G4	HP:0001997
OR10G4	HP:0001370
OR10G4	HP:0001402
OR10G4	HP:0001402
OR10G4	HP:0001402
OR10G4	HP:0025318
OR10G4	HP:0005584
OR10G4	HP:0002860
OR10G4	HP:0033533
OR10G4	HP:0001644
OR10G4	HP:0001639
OR10G4	HP:0100279
OR10G4	HP:0001699
OR10G4	HP:0100651
OR10G4	HP:0005978
OR10G4	HP:0000520
OR10G4	HP:0001627
OR10G4	HP:0002564
OR10G4	HP:0001627
OR10G4	HP:0002564
OR10G4	HP:0001627
OR10G4	HP:0002564
OR10G4	HP:0001712
OR10G4	HP:0008222
OR10G4	HP:0008222
OR10G4	HP:0008222
OR10G4	HP:0003251
OR10G4	HP:0008682
OR10G4	HP:0004448
OR10G4	HP:0006554
OR10G4	HP:0002249
OR10G4	HP:0011499
OR10G4	HP:0012743
OR10G4	HP:0000823
OR10G4	HP:0000826
OR10G4	HP:0001973
OR10G4	HP:0003193
OR10G4	HP:0004756
OR10G4	HP:0005162
OR10G6	HP:0012028
OR10G6	HP:0001931
OR10G6	HP:0001402
OR10G6	HP:0100651
OR10G6	HP:0001627
OR10G6	HP:0002564
OR10G6	HP:0008222
OR10G6	HP:0003251
OR10G6	HP:0003251
OR10G6	HP:0012539
OR10G6	HP:0012743
OR10G6	HP:0000823
OR10G6	HP:0006510
OR10G6	HP:0003193
OR10G8	HP:0005112
OR10G8	HP:0011675
OR10G8	HP:0001402
OR10G8	HP:0025318
OR10G8	HP:0002860
OR10G8	HP:0001627
OR10G8	HP:0002564
OR10G8	HP:0008222
OR10G8	HP:0002249
OR10H1	HP:0005112
OR10H1	HP:0011675
OR10H1	HP:0001402
OR10H1	HP:0025318
OR10H1	HP:0002860
OR10H1	HP:0001627
OR10H1	HP:0002564
OR10H1	HP:0008222
OR10H1	HP:0003251
OR10H1	HP:0008682
OR10H1	HP:0002249
OR10H3	HP:0001891
OR10H3	HP:0005112
OR10H3	HP:0011675
OR10H3	HP:0001370
OR10H3	HP:0001402
OR10H3	HP:0025318
OR10H3	HP:0002860
OR10H3	HP:0009800
OR10H3	HP:0005978
OR10H3	HP:0001627
OR10H3	HP:0002564
OR10H3	HP:0001627
OR10H3	HP:0002564
OR10H3	HP:0001712
OR10H3	HP:0008222
OR10H3	HP:0008222
OR10H3	HP:0008222
OR10H3	HP:0003251
OR10H3	HP:0003251
OR10H3	HP:0012539
OR10H3	HP:0002249
OR10H3	HP:0000826
OR10H3	HP:0000826
OR10H3	HP:0006510
OR10H4	HP:0005112
OR10H4	HP:0011675
OR10H4	HP:0001402
OR10H4	HP:0025318
OR10H4	HP:0002860
OR10H4	HP:0001627
OR10H4	HP:0002564
OR10H4	HP:0008222
OR10H4	HP:0002249
OR10J1	HP:0012028
OR10J1	HP:0001924
OR10J1	HP:0005112
OR10J1	HP:0011675
OR10J1	HP:0011675
OR10J1	HP:0001370
OR10J1	HP:0001402
OR10J1	HP:0001402
OR10J1	HP:0025318
OR10J1	HP:0002860
OR10J1	HP:0009800
OR10J1	HP:0005978
OR10J1	HP:0005978
OR10J1	HP:0000802
OR10J1	HP:0100639
OR10J1	HP:0000133
OR10J1	HP:0001627
OR10J1	HP:0002564
OR10J1	HP:0001627
OR10J1	HP:0002564
OR10J1	HP:0001629
OR10J1	HP:0031217
OR10J1	HP:0033762
OR10J1	HP:0008222
OR10J1	HP:0008222
OR10J1	HP:0008222
OR10J1	HP:0003251
OR10J1	HP:0002613
OR10J1	HP:0012539
OR10J1	HP:0002249
OR10J1	HP:0000826
OR10J1	HP:0006510
OR10R2	HP:0012028
OR10R2	HP:0005112
OR10R2	HP:0011675
OR10R2	HP:0001402
OR10R2	HP:0001402
OR10R2	HP:0025318
OR10R2	HP:0002860
OR10R2	HP:0100651
OR10R2	HP:0001627
OR10R2	HP:0002564
OR10R2	HP:0001627
OR10R2	HP:0002564
OR10R2	HP:0008222
OR10R2	HP:0008222
OR10R2	HP:0008222
OR10R2	HP:0003251
OR10R2	HP:0003251
OR10R2	HP:0012539
OR10R2	HP:0002249
OR10R2	HP:0012743
OR10R2	HP:0000823
OR10R2	HP:0006510
OR11H1	HP:0003128
OR11H1	HP:0012028
OR11H1	HP:0001402
OR11H1	HP:0005978
OR11H1	HP:0033762
OR11H1	HP:0004448
OR11H1	HP:0006554
OR11H6	HP:0001891
OR11H6	HP:0005112
OR11H6	HP:0011675
OR11H6	HP:0011675
OR11H6	HP:0011675
OR11H6	HP:0001402
OR11H6	HP:0001402
OR11H6	HP:0025318
OR11H6	HP:0002860
OR11H6	HP:0001644
OR11H6	HP:0001639
OR11H6	HP:0001639
OR11H6	HP:0100279
OR11H6	HP:0001047
OR11H6	HP:0100651
OR11H6	HP:0005978
OR11H6	HP:0005978
OR11H6	HP:0005978
OR11H6	HP:0000407
OR11H6	HP:0001627
OR11H6	HP:0002564
OR11H6	HP:0001627
OR11H6	HP:0002564
OR11H6	HP:0001627
OR11H6	HP:0002564
OR11H6	HP:0200123
OR11H6	HP:0001712
OR11H6	HP:0001712
OR11H6	HP:0008222
OR11H6	HP:0008222
OR11H6	HP:0003251
OR11H6	HP:0008682
OR11H6	HP:0002613
OR11H6	HP:0004448
OR11H6	HP:0006554
OR11H6	HP:0002249
OR11H6	HP:0012743
OR11H6	HP:0000823
OR11H6	HP:0000826
OR11H6	HP:0003193
OR11H6	HP:0005162
OR11H6	HP:0005162
OR13C2	HP:0012028
OR13C2	HP:0001972
OR13C2	HP:0001889
OR13C2	HP:0001402
OR13C2	HP:0001406
OR13C2	HP:0012780
OR13C2	HP:0001629
OR13C2	HP:0031217
OR13C2	HP:0100817
OR13C2	HP:0001712
OR13C2	HP:0008222
OR13C2	HP:0003251
OR13C3	HP:0012028
OR13C3	HP:0011675
OR13C3	HP:0011675
OR13C3	HP:0001644
OR13C3	HP:0001639
OR13C3	HP:0100279
OR13C3	HP:0001047
OR13C3	HP:0100651
OR13C3	HP:0005978
OR13C3	HP:0005978
OR13C3	HP:0001627
OR13C3	HP:0002564
OR13C3	HP:0001712
OR13C3	HP:0001712
OR13C3	HP:0008222
OR13C3	HP:0008222
OR13C3	HP:0003251
OR13C3	HP:0012743
OR13C3	HP:0000823
OR13C3	HP:0000826
OR13C3	HP:0003193
OR13C3	HP:0005162
OR13C3	HP:0005162
OR13C5	HP:0001402
OR13C5	HP:0001627
OR13C5	HP:0002564
OR13C5	HP:0012191
OR13C5	HP:0000137
OR13F1	HP:0005112
OR13F1	HP:0011675
OR13F1	HP:0011675
OR13F1	HP:0001402
OR13F1	HP:0001402
OR13F1	HP:0025318
OR13F1	HP:0002860
OR13F1	HP:0001644
OR13F1	HP:0001639
OR13F1	HP:0100279
OR13F1	HP:0100651
OR13F1	HP:0005978
OR13F1	HP:0001627
OR13F1	HP:0002564
OR13F1	HP:0001627
OR13F1	HP:0002564
OR13F1	HP:0001712
OR13F1	HP:0008222
OR13F1	HP:0008222
OR13F1	HP:0003251
OR13F1	HP:0012191
OR13F1	HP:0002249
OR13F1	HP:0012743
OR13F1	HP:0000137
OR13F1	HP:0000823
OR13F1	HP:0000826
OR13F1	HP:0003193
OR13F1	HP:0005162
OR14A2	HP:0001402
OR14A2	HP:0002860
OR14A2	HP:0100651
OR14A2	HP:0033020
OR14A2	HP:0003251
OR14A2	HP:0004836
OR14A2	HP:0005162
OR1D5	HP:0001370
OR1D5	HP:0009800
OR1D5	HP:0005978
OR1D5	HP:0008222
OR1D5	HP:0003251
OR1D5	HP:0012539
OR1D5	HP:0000826
OR1D5	HP:0006510
OR1G1	HP:0012028
OR1G1	HP:0012154
OR1G1	HP:0005112
OR1G1	HP:0011675
OR1G1	HP:0011675
OR1G1	HP:0001402
OR1G1	HP:0001402
OR1G1	HP:0025318
OR1G1	HP:0002860
OR1G1	HP:0002860
OR1G1	HP:0040012
OR1G1	HP:0100279
OR1G1	HP:0032282
OR1G1	HP:0032252
OR1G1	HP:0001627
OR1G1	HP:0002564
OR1G1	HP:0002149
OR1G1	HP:0002375
OR1G1	HP:0008222
OR1G1	HP:0001974
OR1G1	HP:0004448
OR1G1	HP:0006554
OR1G1	HP:0004448
OR1G1	HP:0006554
OR1G1	HP:0100526
OR1G1	HP:0002249
OR1G1	HP:0100001
OR1G1	HP:0001112
OR1G1	HP:0002586
OR1G1	HP:0002090
OR1G1	HP:0002206
OR1G1	HP:0003193
OR1G1	HP:0004756
OR1G1	HP:0005162
OR1G1	HP:0000505
OR1L1	HP:0012028
OR1L1	HP:0011675
OR1L1	HP:0001402
OR1L1	HP:0001644
OR1L1	HP:0001639
OR1L1	HP:0100279
OR1L1	HP:0100651
OR1L1	HP:0005978
OR1L1	HP:0001627
OR1L1	HP:0002564
OR1L1	HP:0001712
OR1L1	HP:0008222
OR1L1	HP:0003251
OR1L1	HP:0012743
OR1L1	HP:0000823
OR1L1	HP:0000826
OR1L1	HP:0003193
OR1L1	HP:0005162
OR1L3	HP:0001370
OR1L3	HP:0009800
OR1L3	HP:0005978
OR1L3	HP:0008222
OR1L3	HP:0003251
OR1L3	HP:0004836
OR1L3	HP:0012539
OR1L3	HP:0000826
OR1L3	HP:0000826
OR1L3	HP:0006510
OR1L6	HP:0012028
OR1L6	HP:0011675
OR1L6	HP:0001402
OR1L6	HP:0001644
OR1L6	HP:0001639
OR1L6	HP:0100279
OR1L6	HP:0100651
OR1L6	HP:0005978
OR1L6	HP:0001627
OR1L6	HP:0002564
OR1L6	HP:0001712
OR1L6	HP:0008222
OR1L6	HP:0003251
OR1L6	HP:0012743
OR1L6	HP:0000823
OR1L6	HP:0000826
OR1L6	HP:0003193
OR1L6	HP:0005162
OR1N2	HP:0012028
OR1N2	HP:0001891
OR1N2	HP:0011675
OR1N2	HP:0011675
OR1N2	HP:0001402
OR1N2	HP:0001402
OR1N2	HP:0001402
OR1N2	HP:0001644
OR1N2	HP:0001639
OR1N2	HP:0001639
OR1N2	HP:0040012
OR1N2	HP:0100279
OR1N2	HP:0100273
OR1N2	HP:0100834
OR1N2	HP:0001047
OR1N2	HP:0009800
OR1N2	HP:0100651
OR1N2	HP:0005978
OR1N2	HP:0005978
OR1N2	HP:0005978
OR1N2	HP:0005978
OR1N2	HP:0000969
OR1N2	HP:0007378
OR1N2	HP:0000407
OR1N2	HP:0001627
OR1N2	HP:0002564
OR1N2	HP:0001627
OR1N2	HP:0002564
OR1N2	HP:0200058
OR1N2	HP:0200123
OR1N2	HP:0002240
OR1N2	HP:0001712
OR1N2	HP:0001712
OR1N2	HP:0008222
OR1N2	HP:0003251
OR1N2	HP:0003251
OR1N2	HP:0003251
OR1N2	HP:0009726
OR1N2	HP:0008682
OR1N2	HP:0002613
OR1N2	HP:0004448
OR1N2	HP:0006554
OR1N2	HP:0100526
OR1N2	HP:0012191
OR1N2	HP:0012743
OR1N2	HP:0012743
OR1N2	HP:0000137
OR1N2	HP:0012740
OR1N2	HP:0000823
OR1N2	HP:0000823
OR1N2	HP:0000826
OR1N2	HP:0000826
OR1N2	HP:0003193
OR1N2	HP:0003193
OR1N2	HP:0100242
OR1N2	HP:0004756
OR1N2	HP:0100031
OR1N2	HP:0005162
OR1N2	HP:0005162
OR1N2	HP:0005162
OR1N2	HP:0001824
OR1N2	HP:0004325
OR2A12	HP:0012028
OR2A12	HP:0005112
OR2A12	HP:0011675
OR2A12	HP:0011675
OR2A12	HP:0002671
OR2A12	HP:0001402
OR2A12	HP:0001402
OR2A12	HP:0001402
OR2A12	HP:0025318
OR2A12	HP:0005584
OR2A12	HP:0002860
OR2A12	HP:0002860
OR2A12	HP:0001047
OR2A12	HP:0009800
OR2A12	HP:0005978
OR2A12	HP:0001627
OR2A12	HP:0002564
OR2A12	HP:0007475
OR2A12	HP:0008222
OR2A12	HP:0003251
OR2A12	HP:0004836
OR2A12	HP:0002249
OR2A12	HP:0006510
OR2A12	HP:0032262
OR2A5	HP:0005112
OR2A5	HP:0011675
OR2A5	HP:0011675
OR2A5	HP:0011675
OR2A5	HP:0001402
OR2A5	HP:0001402
OR2A5	HP:0030358
OR2A5	HP:0025318
OR2A5	HP:0002860
OR2A5	HP:0001644
OR2A5	HP:0001639
OR2A5	HP:0100279
OR2A5	HP:0000670
OR2A5	HP:0032282
OR2A5	HP:0009800
OR2A5	HP:0100651
OR2A5	HP:0005978
OR2A5	HP:0001627
OR2A5	HP:0002564
OR2A5	HP:0001627
OR2A5	HP:0002564
OR2A5	HP:0001712
OR2A5	HP:0008222
OR2A5	HP:0008222
OR2A5	HP:0008222
OR2A5	HP:0008222
OR2A5	HP:0003251
OR2A5	HP:0003251
OR2A5	HP:0003251
OR2A5	HP:0008682
OR2A5	HP:0002249
OR2A5	HP:0012743
OR2A5	HP:0000823
OR2A5	HP:0000823
OR2A5	HP:0000826
OR2A5	HP:0000826
OR2A5	HP:0003193
OR2A5	HP:0003193
OR2A5	HP:0005162
OR2AE1	HP:0005112
OR2AE1	HP:0011675
OR2AE1	HP:0011675
OR2AE1	HP:0001402
OR2AE1	HP:0025318
OR2AE1	HP:0002860
OR2AE1	HP:0001644
OR2AE1	HP:0001639
OR2AE1	HP:0100279
OR2AE1	HP:0100651
OR2AE1	HP:0005978
OR2AE1	HP:0001627
OR2AE1	HP:0002564
OR2AE1	HP:0001627
OR2AE1	HP:0002564
OR2AE1	HP:0001712
OR2AE1	HP:0008222
OR2AE1	HP:0008222
OR2AE1	HP:0003251
OR2AE1	HP:0002249
OR2AE1	HP:0012743
OR2AE1	HP:0000823
OR2AE1	HP:0000826
OR2AE1	HP:0003193
OR2AE1	HP:0005162
OR2AJ1	HP:0001627
OR2AJ1	HP:0002564
OR2AK2	HP:0012028
OR2AK2	HP:0011675
OR2AK2	HP:0001402
OR2AK2	HP:0001644
OR2AK2	HP:0001639
OR2AK2	HP:0100279
OR2AK2	HP:0100651
OR2AK2	HP:0005978
OR2AK2	HP:0001627
OR2AK2	HP:0002564
OR2AK2	HP:0001712
OR2AK2	HP:0008222
OR2AK2	HP:0003251
OR2AK2	HP:0003251
OR2AK2	HP:0012743
OR2AK2	HP:0000823
OR2AK2	HP:0000826
OR2AK2	HP:0003193
OR2AK2	HP:0005162
OR2B6	HP:0012028
OR2B6	HP:0005112
OR2B6	HP:0011675
OR2B6	HP:0001402
OR2B6	HP:0001402
OR2B6	HP:0025318
OR2B6	HP:0002860
OR2B6	HP:0032282
OR2B6	HP:0001627
OR2B6	HP:0002564
OR2B6	HP:0008222
OR2B6	HP:0004808
OR2B6	HP:0002249
OR2C3	HP:0012028
OR2C3	HP:0005112
OR2C3	HP:0011675
OR2C3	HP:0001402
OR2C3	HP:0001402
OR2C3	HP:0025318
OR2C3	HP:0002860
OR2C3	HP:0040012
OR2C3	HP:0032252
OR2C3	HP:0001627
OR2C3	HP:0002564
OR2C3	HP:0008222
OR2C3	HP:0001974
OR2C3	HP:0100526
OR2C3	HP:0002249
OR2C3	HP:0100001
OR2C3	HP:0002586
OR2C3	HP:0002090
OR2C3	HP:0002206
OR2G2	HP:0003128
OR2G2	HP:0005112
OR2G2	HP:0011675
OR2G2	HP:0001402
OR2G2	HP:0025318
OR2G2	HP:0002860
OR2G2	HP:0005978
OR2G2	HP:0005978
OR2G2	HP:0001627
OR2G2	HP:0002564
OR2G2	HP:0033762
OR2G2	HP:0008222
OR2G2	HP:0003251
OR2G2	HP:0004448
OR2G2	HP:0006554
OR2G2	HP:0002249
OR2G2	HP:0012743
OR2G2	HP:0004756
OR2G3	HP:0005112
OR2G3	HP:0011675
OR2G3	HP:0001402
OR2G3	HP:0025318
OR2G3	HP:0002860
OR2G3	HP:0001627
OR2G3	HP:0002564
OR2G3	HP:0008222
OR2G3	HP:0002249
OR2J2	HP:0003128
OR2J2	HP:0001878
OR2J2	HP:0005112
OR2J2	HP:0011675
OR2J2	HP:0011675
OR2J2	HP:0001997
OR2J2	HP:0001370
OR2J2	HP:0002671
OR2J2	HP:0001402
OR2J2	HP:0001402
OR2J2	HP:0001402
OR2J2	HP:0025318
OR2J2	HP:0005584
OR2J2	HP:0005584
OR2J2	HP:0002860
OR2J2	HP:0002860
OR2J2	HP:0033533
OR2J2	HP:0001699
OR2J2	HP:0009800
OR2J2	HP:0005978
OR2J2	HP:0000520
OR2J2	HP:0001627
OR2J2	HP:0002564
OR2J2	HP:0001627
OR2J2	HP:0002564
OR2J2	HP:0007475
OR2J2	HP:0008222
OR2J2	HP:0008222
OR2J2	HP:0003251
OR2J2	HP:0008682
OR2J2	HP:0004836
OR2J2	HP:0004448
OR2J2	HP:0006554
OR2J2	HP:0002249
OR2J2	HP:0011499
OR2J2	HP:0006510
OR2J2	HP:0001973
OR2J2	HP:0004756
OR2J2	HP:0032262
OR2L5	HP:0011675
OR2L5	HP:0001047
OR2L5	HP:0005978
OR2L5	HP:0005978
OR2L5	HP:0001712
OR2L5	HP:0005162
OR2L8	HP:0005112
OR2L8	HP:0011675
OR2L8	HP:0011675
OR2L8	HP:0001402
OR2L8	HP:0025318
OR2L8	HP:0002860
OR2L8	HP:0001644
OR2L8	HP:0001639
OR2L8	HP:0100279
OR2L8	HP:0100651
OR2L8	HP:0005978
OR2L8	HP:0001627
OR2L8	HP:0002564
OR2L8	HP:0001627
OR2L8	HP:0002564
OR2L8	HP:0001712
OR2L8	HP:0008222
OR2L8	HP:0008222
OR2L8	HP:0003251
OR2L8	HP:0002249
OR2L8	HP:0012743
OR2L8	HP:0000823
OR2L8	HP:0000826
OR2L8	HP:0003193
OR2L8	HP:0001337
OR2L8	HP:0005162
OR2M3	HP:0003128
OR2M3	HP:0012028
OR2M3	HP:0033690
OR2M3	HP:0001915
OR2M3	HP:0001878
OR2M3	HP:0001890
OR2M3	HP:0001891
OR2M3	HP:0001972
OR2M3	HP:0005112
OR2M3	HP:0011675
OR2M3	HP:0011675
OR2M3	HP:0001370
OR2M3	HP:0001402
OR2M3	HP:0001402
OR2M3	HP:0030358
OR2M3	HP:0025318
OR2M3	HP:0002860
OR2M3	HP:0001644
OR2M3	HP:0001639
OR2M3	HP:0001406
OR2M3	HP:0100279
OR2M3	HP:0009800
OR2M3	HP:0100651
OR2M3	HP:0005978
OR2M3	HP:0005978
OR2M3	HP:0000407
OR2M3	HP:0001627
OR2M3	HP:0002564
OR2M3	HP:0001627
OR2M3	HP:0002564
OR2M3	HP:0001627
OR2M3	HP:0002564
OR2M3	HP:0001627
OR2M3	HP:0002564
OR2M3	HP:0001631
OR2M3	HP:0001629
OR2M3	HP:0001712
OR2M3	HP:0001712
OR2M3	HP:0008222
OR2M3	HP:0008222
OR2M3	HP:0008222
OR2M3	HP:0008222
OR2M3	HP:0003251
OR2M3	HP:0003251
OR2M3	HP:0003251
OR2M3	HP:0004808
OR2M3	HP:0004448
OR2M3	HP:0006554
OR2M3	HP:0002725
OR2M3	HP:0012539
OR2M3	HP:0002249
OR2M3	HP:0006934
OR2M3	HP:0000639
OR2M3	HP:0012743
OR2M3	HP:0000823
OR2M3	HP:0000826
OR2M3	HP:0000826
OR2M3	HP:0000826
OR2M3	HP:0006510
OR2M3	HP:0012410
OR2M3	HP:0031826
OR2M3	HP:0003193
OR2M3	HP:0002373
OR2M3	HP:0011097
OR2M3	HP:0033676
OR2M3	HP:0012228
OR2M3	HP:0000011
OR2M3	HP:0005162
OR2M4	HP:0005112
OR2M4	HP:0011675
OR2M4	HP:0001402
OR2M4	HP:0025318
OR2M4	HP:0002860
OR2M4	HP:0040012
OR2M4	HP:0032252
OR2M4	HP:0001627
OR2M4	HP:0002564
OR2M4	HP:0001627
OR2M4	HP:0002564
OR2M4	HP:0008222
OR2M4	HP:0001974
OR2M4	HP:0100526
OR2M4	HP:0002249
OR2M4	HP:0100001
OR2M4	HP:0002586
OR2M4	HP:0002090
OR2M4	HP:0002206
OR2M7	HP:0003128
OR2M7	HP:0012028
OR2M7	HP:0001878
OR2M7	HP:0001997
OR2M7	HP:0001370
OR2M7	HP:0001402
OR2M7	HP:0001402
OR2M7	HP:0005584
OR2M7	HP:0033533
OR2M7	HP:0001699
OR2M7	HP:0000520
OR2M7	HP:0008222
OR2M7	HP:0008682
OR2M7	HP:0004448
OR2M7	HP:0006554
OR2M7	HP:0011499
OR2M7	HP:0001973
OR2M7	HP:0004756
OR2T12	HP:0003128
OR2T12	HP:0033690
OR2T12	HP:0001915
OR2T12	HP:0001878
OR2T12	HP:0001890
OR2T12	HP:0001972
OR2T12	HP:0011675
OR2T12	HP:0030358
OR2T12	HP:0001644
OR2T12	HP:0001639
OR2T12	HP:0001406
OR2T12	HP:0100279
OR2T12	HP:0100651
OR2T12	HP:0005978
OR2T12	HP:0000407
OR2T12	HP:0001627
OR2T12	HP:0002564
OR2T12	HP:0001627
OR2T12	HP:0002564
OR2T12	HP:0001631
OR2T12	HP:0001629
OR2T12	HP:0001712
OR2T12	HP:0008222
OR2T12	HP:0003251
OR2T12	HP:0004808
OR2T12	HP:0004448
OR2T12	HP:0006554
OR2T12	HP:0002725
OR2T12	HP:0006934
OR2T12	HP:0000639
OR2T12	HP:0012743
OR2T12	HP:0000823
OR2T12	HP:0000826
OR2T12	HP:0012410
OR2T12	HP:0031826
OR2T12	HP:0003193
OR2T12	HP:0002373
OR2T12	HP:0011097
OR2T12	HP:0033676
OR2T12	HP:0012228
OR2T12	HP:0000011
OR2T12	HP:0005162
OR2T27	HP:0005112
OR2T27	HP:0011675
OR2T27	HP:0001402
OR2T27	HP:0025318
OR2T27	HP:0002860
OR2T27	HP:0001627
OR2T27	HP:0002564
OR2T27	HP:0001627
OR2T27	HP:0002564
OR2T27	HP:0008222
OR2T27	HP:0002249
OR2T5	HP:0005972
OR2T8	HP:0005112
OR2T8	HP:0011675
OR2T8	HP:0011675
OR2T8	HP:0001402
OR2T8	HP:0025318
OR2T8	HP:0002860
OR2T8	HP:0001644
OR2T8	HP:0001639
OR2T8	HP:0100279
OR2T8	HP:0100651
OR2T8	HP:0005978
OR2T8	HP:0001627
OR2T8	HP:0002564
OR2T8	HP:0001627
OR2T8	HP:0002564
OR2T8	HP:0001712
OR2T8	HP:0008222
OR2T8	HP:0008222
OR2T8	HP:0003251
OR2T8	HP:0002249
OR2T8	HP:0012743
OR2T8	HP:0000823
OR2T8	HP:0000826
OR2T8	HP:0003193
OR2T8	HP:0005162
OR3A2	HP:0005112
OR3A2	HP:0011675
OR3A2	HP:0001402
OR3A2	HP:0025318
OR3A2	HP:0002860
OR3A2	HP:0040012
OR3A2	HP:0032252
OR3A2	HP:0001627
OR3A2	HP:0002564
OR3A2	HP:0008222
OR3A2	HP:0001974
OR3A2	HP:0100526
OR3A2	HP:0002249
OR3A2	HP:0100001
OR3A2	HP:0002586
OR3A2	HP:0002090
OR3A2	HP:0002206
OR3A3	HP:0041051
OR3A3	HP:0001915
OR3A3	HP:0001878
OR3A3	HP:0001890
OR3A3	HP:0001891
OR3A3	HP:0001972
OR3A3	HP:0001889
OR3A3	HP:0001924
OR3A3	HP:0001370
OR3A3	HP:0005584
OR3A3	HP:0032282
OR3A3	HP:0009800
OR3A3	HP:0005978
OR3A3	HP:0005978
OR3A3	HP:0002321
OR3A3	HP:0001627
OR3A3	HP:0002564
OR3A3	HP:0001627
OR3A3	HP:0002564
OR3A3	HP:0001712
OR3A3	HP:0008222
